n_missing,method,confidence,n_sampling,feasible,valid,cost,relative_cost,time,probability_target,sign_agreement,y_init
2,armin,0.75,300,True,False,3.1713995805360917,0.9032235737250196,0.2601289749145508,0.45415096407966493,0.25,1
2,armin,0.75,400,True,False,3.200694714453319,0.9115669107525783,0.3081200122833252,0.45607755349611656,0.5,1
2,armin,0.75,500,True,False,3.2161896312573814,0.9159799068998413,0.44806981086730957,0.46038672399038083,0.5,1
0,optimal,1.0,0,True,True,2.608427087069777,1.0,0.01537179946899414,0.5005461554696167,1.0,1
2,armin,0.75,100,True,False,2.4637268629673508,0.9445258697014307,0.06334519386291504,0.477751032153924,1.0,1
2,armin,0.75,200,True,False,2.4637268629673508,0.9445258697014307,0.1318681240081787,0.477751032153924,1.0,1
2,armin,0.75,300,True,False,2.5135321250935547,0.9636198525745168,0.17644810676574707,0.48634906849431303,1.0,1
2,armin,0.75,400,True,False,2.591270646445369,0.9934226872932527,0.4094560146331787,0.4979732418596271,1.0,1
2,armin,0.75,500,True,False,2.5380226505652423,0.9730088539359463,0.3698599338531494,0.48936548943660374,1.0,1
0,optimal,1.0,0,True,True,1.631166905672782,1.0,0.015923023223876953,0.5002323116518735,1.0,1
2,armin,0.75,100,True,True,2.038949613340744,1.2499944709825819,0.06220579147338867,0.5484599422137042,1.0,1
2,armin,0.75,200,True,True,2.0188628792666674,1.2376801369900148,0.1875920295715332,0.5465352273845389,1.0,1
2,armin,0.75,300,True,True,1.879139657596447,1.1520216913801273,0.271636962890625,0.5325961845979224,0.75,1
2,armin,0.75,400,True,True,1.89377799241124,1.1609958403552472,0.3185091018676758,0.5341892178552051,0.75,1
2,armin,0.75,500,True,True,2.0188628792666674,1.2376801369900148,0.48435497283935547,0.5465352273845389,1.0,1
0,optimal,1.0,0,True,True,1.0667322646403643,1.0,0.014663934707641602,0.5016350703741881,1.0,1
2,armin,0.75,100,True,True,1.0799789116973433,1.0124179679344798,0.06277894973754883,0.5024351428815772,0.6666666666666666,1
2,armin,0.75,200,True,True,1.0667322646403643,1.0,0.11845207214355469,0.5016350703741881,1.0,1
2,armin,0.75,300,True,True,1.0667322646403643,1.0,0.19796490669250488,0.5016350703741881,1.0,1
2,armin,0.75,400,True,True,1.0667322646403643,1.0,0.22406506538391113,0.5016350703741881,1.0,1
