n_missing,method,feasible,valid,cost,relative_cost,time,probability_target,sign_agreement,y_init
1,incomplete,True,True,0.48458527044435523,1.0,0.007748842239379883,0.66498464,1.0,1
2,incomplete,True,True,0.48458527044435523,1.0,0.004730939865112305,0.66498464,1.0,1
3,incomplete,True,True,0.48458527044435523,1.0,0.007773876190185547,0.66498464,1.0,1
4,incomplete,True,True,0.48458527044435523,1.0,0.00808095932006836,0.66498464,1.0,1
0,complete,True,True,1.1145779808660243,1.1145779808660243,0.006990194320678711,0.5829887,1.0,1
1,incomplete,True,False,0.6299927104216692,0.5652298190317436,0.008228063583374023,0.4593253,0.5,1
2,incomplete,True,True,1.7890687403426195,1.6051534940179937,0.0068171024322509766,0.6238128,0.6666666666666666,1
3,incomplete,True,True,1.9789742293748596,1.775536807067731,0.0077779293060302734,0.65633464,0.5,1
4,incomplete,True,True,1.1145779808660243,1.0,0.006551027297973633,0.5829887,1.0,1
0,complete,True,True,0.5684252432738398,0.5684252432738398,0.007512092590332031,0.7443018,1.0,1
1,incomplete,True,True,0.5684252432738398,1.0,0.007144927978515625,0.7443018,1.0,1
2,incomplete,True,True,0.5684252432738398,1.0,0.007322072982788086,0.7443018,1.0,1
3,incomplete,True,True,0.5684252432738398,1.0,0.006212949752807617,0.7443018,1.0,1
4,incomplete,True,False,0.48458527044435523,0.8525048389008746,0.0053560733795166016,0.39797652,0.0,1
0,complete,True,True,0.7237649238858428,0.7237649238858428,0.00769495964050293,0.7588323,1.0,1
1,incomplete,True,True,0.7237649238858428,1.0,0.0074901580810546875,0.7588323,1.0,1
2,incomplete,True,True,0.7237649238858428,1.0,0.004157066345214844,0.7588323,1.0,1
3,incomplete,True,False,0.0,0.0,0.003698110580444336,0.4145407,0.0,0
4,incomplete,True,False,0.6299927104216692,0.8704383006560787,0.0048029422760009766,0.49788713,0.0,1
