n,n_missing,method,confidence,feasible,valid,cost,relative_cost,time,probability_target,sign_agreement,y_prob_init
2,1,armin,0.96,True,True,25.99855009818304,2.0217910284685807,0.04529094696044922,0.8181909610959415,1.0,0.0004919141013449702
2,1,armin,0.97,True,True,26.142422878429816,2.032979371481759,0.04144716262817383,0.8287298377226885,1.0,0.0004919141013449702
2,1,armin,0.98,True,True,26.20174051212667,2.0375922387064835,0.0412290096282959,0.8328075815700302,1.0,0.0004919141013449702
2,1,armin,0.99,True,True,26.263141557538944,2.042367123547535,0.0364680290222168,0.8368073572135389,1.0,0.0004919141013449702
2,1,armin,1.0,True,True,26.432116605175768,2.0555075576893245,0.012289047241210938,0.8464695970534115,1.0,0.0004919141013449702
6,0,optimal,1.0,True,True,12.002145786335642,1.0,0.010113000869750977,0.5032528582551841,1.0,0.008117142195048888
6,1,armin,0.01,True,False,5.88187764490153,0.4900688384903644,0.055223941802978516,0.13521832500711983,0.5,0.008117142195048888
6,1,armin,0.02,True,False,6.04572401939833,0.5037202619452718,0.027890920639038086,0.14572017831046769,0.5,0.008117142195048888
6,1,armin,0.03,True,False,6.185923756327577,0.515401484572051,0.028835773468017578,0.15498088567187107,0.5,0.008117142195048888
6,1,armin,0.04,True,False,6.214409798011073,0.517774896976017,0.027570009231567383,0.1568896939190525,0.5,0.008117142195048888
6,1,armin,0.05,True,False,6.533070483395194,0.5443252064837479,0.026620149612426758,0.18886235729973733,0.5,0.008117142195048888
6,1,armin,0.06,True,False,7.491486042644626,0.6241788906758348,0.06659793853759766,0.21624759488780432,0.5,0.008117142195048888
6,1,armin,0.07,True,False,8.393351932806583,0.6993209449565556,0.07035613059997559,0.2355865422884208,0.75,0.008117142195048888
6,1,armin,0.08,True,False,8.855483439840581,0.737825018749771,0.04245185852050781,0.2769801076913351,0.75,0.008117142195048888
6,1,armin,0.09,True,False,9.048419762352605,0.7539001711389114,0.03918600082397461,0.29776309360902575,0.75,0.008117142195048888
6,1,armin,0.1,True,False,9.131359817437607,0.7608106067028111,0.0400080680847168,0.30693990158153284,0.75,0.008117142195048888
6,1,armin,0.11,True,False,9.15903330168285,0.763116318092915,0.03911185264587402,0.31003362185954875,0.75,0.008117142195048888
